V_ds, I_dd, V_gs
0,0,5
0.1,0.0002065
0.2,0.000406
0.3,0.0005985
0.4,0.000784
0.5,0.0009625
0.6,0.001134
0.7,0.0012985
0.8,0.001456
0.9,0.0016065
1,0.00175
1.1,0.0018865
1.2,0.002016
1.3,0.0021385
1.4,0.002254
1.5,0.0023625
1.6,0.002464
1.7,0.0025585
1.8,0.002646
1.9,0.0027265
2,0.0028
2.1,0.0028665
2.2,0.002926
2.3,0.0029785
2.4,0.003024
2.5,0.0030625
2.6,0.003094
2.7,0.0031185
2.8,0.003136
2.9,0.0031465
3,0.00315
3.1,0.00315
3.2,0.00315
3.3,0.00315
3.4,0.00315
3.5,0.00315
3.6,0.00315
3.7,0.00315
3.8,0.00315
3.9,0.00315
4,0.00315
4.1,0.00315
4.2,0.00315
4.3,0.00315
4.4,0.00315
4.5,0.00315
4.6,0.00315
4.7,0.00315
4.8,0.00315
4.9,0.00315
5,0.00315
5.1,0.00315
5.2,0.00315
5.3,0.00315
5.4,0.00315
5.5,0.00315
5.6,0.00315
5.7,0.00315
5.8,0.00315
5.9,0.00315
6,0.00315
6.1,0.00315
6.2,0.00315
6.3,0.00315
6.4,0.00315
6.5,0.00315
6.6,0.00315
6.7,0.00315
6.8,0.00315
6.9,0.00315
7,0.00315
7.1,0.00315
7.2,0.00315
7.3,0.00315
7.4,0.00315
7.5,0.00315
7.6,0.00315
7.7,0.00315
7.8,0.00315
7.9,0.00315
8,0.00315
8.1,0.00315
8.2,0.00315
8.3,0.00315
8.4,0.00315
8.5,0.00315
8.6,0.00315
8.7,0.00315
8.8,0.00315
8.9,0.00315
9,0.00315
9.1,0.00315
9.2,0.00315
9.3,0.00315
9.4,0.00315
9.5,0.00315
9.6,0.00315
9.7,0.00315
9.8,0.00315
9.9,0.00315
10,0.00315

